MAPA,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
90120371,,9,Ciudad de México,CDMX,12,Tlalpan,371,San Agustín,R,19.20543,-99.20315,2946,E14A49,3,*,*,1
90120373,,9,Ciudad de México,CDMX,12,Tlalpan,373,Ixpancolohuia,R,19.184457,-99.167464,2884,E14A49,43,20,23,12
90120374,,9,Ciudad de México,CDMX,12,Tlalpan,374,Paraje Tlalmenelolpa,R,19.192045,-99.170728,2862,E14A49,89,35,54,26
90120376,,9,Ciudad de México,CDMX,12,Tlalpan,376,Teteocotla,R,19.180801,-99.16091,2858,E14A49,234,122,112,65
90120377,,9,Ciudad de México,CDMX,12,Tlalpan,377,Paraje el Tezontle Acopiaxco,R,19.124855,-99.16716,3101,E14A49,6,*,*,2
90120378,,9,Ciudad de México,CDMX,12,Tlalpan,378,Rancho Viejo,R,19.259697,-99.244446,2841,E14A39,43,26,17,8
90120379,,9,Ciudad de México,CDMX,12,Tlalpan,379,Paraje el Negro,R,19.266109,-99.245475,2761,E14A39,6,*,*,1
90120381,,9,Ciudad de México,CDMX,12,Tlalpan,381,Ololica (Loloigque),R,19.216738,-99.171254,2920,E14A49,126,62,64,28
90120383,,9,Ciudad de México,CDMX,12,Tlalpan,383,Tepacheras (Kilómetro 31),R,19.195587,-99.166745,2802,E14A49,89,47,42,27
90120387,,9,Ciudad de México,CDMX,12,Tlalpan,387,La Glorieta,R,19.124722,-99.176344,3028,E14A49,0,0,0,0
90120388,,9,Ciudad de México,CDMX,12,Tlalpan,388,Paraje Altavista,R,19.120992,-99.177351,3049,E14A49,0,0,0,0
90120389,,9,Ciudad de México,CDMX,12,Tlalpan,389,La Loma,R,19.162355,-99.142201,2888,E14A49,6,*,*,2
90120390,,9,Ciudad de México,CDMX,12,Tlalpan,390,La Reja,R,19.170798,-99.142708,2821,E14A49,50,28,22,15
90120392,,9,Ciudad de México,CDMX,12,Tlalpan,392,Colonia Cuauhtenco (Kilómetro 27),R,19.217806,-99.147536,2690,E14A49,43,24,19,10
90120393,,9,Ciudad de México,CDMX,12,Tlalpan,393,Kilómetro 28 Sur,R,19.21245,-99.151792,2753,E14A49,311,151,160,84
90120394,,9,Ciudad de México,CDMX,12,Tlalpan,394,Paraje Buenavista,R,19.210811,-99.145422,2809,E14A49,160,80,80,36
90120395,,9,Ciudad de México,CDMX,12,Tlalpan,395,Los Encinos [Rancho],R,19.216003,-99.143546,2660,E14A49,10,*,*,2
90120396,,9,Ciudad de México,CDMX,12,Tlalpan,396,Tezontitla,R,19.209308,-99.149627,2756,E14A49,853,424,429,216
90120398,,9,Ciudad de México,CDMX,12,Tlalpan,398,Rancho Teo,R,19.192782,-99.227251,3390,E14A49,6,*,*,1
90120399,,9,Ciudad de México,CDMX,12,Tlalpan,399,Piedra Suelta,R,19.22396,-99.231237,2984,E14A49,241,114,127,70
90120400,,9,Ciudad de México,CDMX,12,Tlalpan,400,El Cristal,R,19.187964,-99.223107,3367,E14A49,0,0,0,0
90120401,,9,Ciudad de México,CDMX,12,Tlalpan,401,El Retiro,R,19.18922,-99.223727,3375,E14A49,5,*,*,1
90120402,,9,Ciudad de México,CDMX,12,Tlalpan,402,La Nube,R,19.189314,-99.229742,3491,E14A49,0,0,0,0
90120403,,9,Ciudad de México,CDMX,12,Tlalpan,403,Las Castañas,R,19.193564,-99.220806,3317,E14A49,3,*,*,1
90120404,,9,Ciudad de México,CDMX,12,Tlalpan,404,San Carlos,R,19.197078,-99.227004,3285,E14A49,1,*,*,1
90120405,,9,Ciudad de México,CDMX,12,Tlalpan,405,Rancho Chato,R,19.19674,-99.227625,3286,E14A49,1,*,*,1
90120406,,9,Ciudad de México,CDMX,12,Tlalpan,406,El Capricho,R,19.190641,-99.233475,3362,E14A49,2,*,*,1
90120407,,9,Ciudad de México,CDMX,12,Tlalpan,407,El Sillar,R,19.186411,-99.216694,3287,E14A49,5,*,*,1
90120408,,9,Ciudad de México,CDMX,12,Tlalpan,408,La Quinta Estación,R,19.185162,-99.218451,3293,E14A49,0,0,0,0
90120409,,9,Ciudad de México,CDMX,12,Tlalpan,409,Rancho Nevado,R,19.200861,-99.2335,3260,E14A49,8,*,*,1
90120410,,9,Ciudad de México,CDMX,12,Tlalpan,410,La Soledad,R,19.204477,-99.22496,3151,E14A49,10,7,3,3
90120411,,9,Ciudad de México,CDMX,12,Tlalpan,411,Arenitas,R,19.17053,-99.247717,3239,E14A49,0,0,0,0
90120412,,9,Ciudad de México,CDMX,12,Tlalpan,412,Las Tinajas,R,19.193071,-99.252078,3317,E14A49,0,0,0,0
90120413,,9,Ciudad de México,CDMX,12,Tlalpan,413,El Arco,R,19.187274,-99.186305,3020,E14A49,4,*,*,2
90120414,,9,Ciudad de México,CDMX,12,Tlalpan,414,El Guardita,R,19.206243,-99.19762,2870,E14A49,3,*,*,1
90120415,,9,Ciudad de México,CDMX,12,Tlalpan,415,El Capricho,R,19.176215,-99.169661,2977,E14A49,9,*,*,1
90120416,,9,Ciudad de México,CDMX,12,Tlalpan,416,Tlayelpa,R,19.189551,-99.151756,2702,E14A49,106,53,53,25
90120417,,9,Ciudad de México,CDMX,12,Tlalpan,417,Autriquie,R,19.202219,-99.207354,3054,E14A49,4,*,*,2
90120418,,9,Ciudad de México,CDMX,12,Tlalpan,418,Cebadillas,R,19.199346,-99.166048,2779,E14A49,54,28,26,11
90120419,,9,Ciudad de México,CDMX,12,Tlalpan,419,Rancho Mac,R,19.197405,-99.236675,3355,E14A49,1,*,*,1
90120420,,9,Ciudad de México,CDMX,12,Tlalpan,420,El Salitrillo,R,19.176813,-99.146459,2798,E14A49,40,22,18,9
90120421,,9,Ciudad de México,CDMX,12,Tlalpan,421,El Encanto,R,19.186706,-99.220877,3354,E14A49,3,*,*,1
90120422,,9,Ciudad de México,CDMX,12,Tlalpan,422,Xoxoctongo,R,19.208806,-99.2113,2992,E14A49,41,21,20,11
90120423,,9,Ciudad de México,CDMX,12,Tlalpan,423,La Huerta,R,19.130913,-99.168569,3032,E14A49,24,13,11,8
90120424,,9,Ciudad de México,CDMX,12,Tlalpan,424,El Líder,R,19.222706,-99.22504,2991,E14A49,4,*,*,1
90120425,,9,Ciudad de México,CDMX,12,Tlalpan,425,Los Trementineros,R,19.257577,-99.243462,2888,E14A39,0,0,0,0
90120426,,9,Ciudad de México,CDMX,12,Tlalpan,426,Pedregal del Xitle,R,19.23982,-99.219379,2960,E14A49,35,17,18,11
90120427,,9,Ciudad de México,CDMX,12,Tlalpan,427,Santa Ana,R,19.217432,-99.165539,2890,E14A49,69,44,25,20
90120428,,9,Ciudad de México,CDMX,12,Tlalpan,428,Tlapexco,R,19.213861,-99.227694,3127,E14A49,4,*,*,2
90120429,,9,Ciudad de México,CDMX,12,Tlalpan,429,El Resumidero,R,19.263706,-99.238961,2811,E14A39,172,91,81,68
90120430,,9,Ciudad de México,CDMX,12,Tlalpan,430,Zamora,R,19.217366,-99.229841,3053,E14A49,10,4,6,3
90120431,,9,Ciudad de México,CDMX,12,Tlalpan,431,Acanceh,R,19.20333,-99.214153,3125,E14A49,4,*,*,2
90120432,,9,Ciudad de México,CDMX,12,Tlalpan,432,Majadatonco,R,19.195118,-99.203404,3061,E14A49,6,*,*,2
90120433,,9,Ciudad de México,CDMX,12,Tlalpan,433,Rancho Tequila,R,19.19359,-99.234292,3340,E14A49,2,*,*,1
90120434,,9,Ciudad de México,CDMX,12,Tlalpan,434,La Loma,R,19.215096,-99.226887,3115,E14A49,4,*,*,2
90120435,,9,Ciudad de México,CDMX,12,Tlalpan,435,La Manga Lagunitas,R,19.174556,-99.256085,3237,E14A49,1,*,*,1
90120436,,9,Ciudad de México,CDMX,12,Tlalpan,436,Xililimoco,R,19.205993,-99.169795,2849,E14A49,141,57,84,40
90120437,,9,Ciudad de México,CDMX,12,Tlalpan,437,Tierra Blanca,R,19.177629,-99.232573,3289,E14A49,5,*,*,1
90120438,,9,Ciudad de México,CDMX,12,Tlalpan,438,Ejido de San Miguel Xicalco,R,19.227254,-99.192389,2833,E14A49,19,11,8,7
90120439,,9,Ciudad de México,CDMX,12,Tlalpan,439,La Joyita,R,19.194125,-99.132907,2636,E14A49,111,55,56,31
90120440,,9,Ciudad de México,CDMX,12,Tlalpan,440,Ayopa,R,19.197333,-99.134767,2627,E14A49,91,42,49,23
90120441,,9,Ciudad de México,CDMX,12,Tlalpan,441,Rancho el Ailar,R,19.186517,-99.190169,3045,E14A49,-,-,-,-
90120442,,9,Ciudad de México,CDMX,12,Tlalpan,442,Huexotipac,R,19.182116,-99.164878,2872,E14A49,-,-,-,-
90120443,,9,Ciudad de México,CDMX,12,Tlalpan,443,Temasquititla,R,19.1839,-99.161038,2821,E14A49,-,-,-,-
90130001,,9,Ciudad de México,CDMX,13,Xochimilco,1,Xochimilco,U,19.263462,-99.104913,2237,E14A39,429481,209088,220393,113806
90130091,,9,Ciudad de México,CDMX,13,Xochimilco,91,Tepemimilco,R,19.226095,-99.123934,2367,E14A49,156,73,83,43
90130096,,9,Ciudad de México,CDMX,13,Xochimilco,96,Ixotitla,R,19.237216,-99.056995,2350,E14A49,204,105,99,57
90130111,,9,Ciudad de México,CDMX,13,Xochimilco,111,Paraje Lila (El Ladrillo),R,19.262318,-99.078127,2233,E14A39,30,12,18,8
90130112,,9,Ciudad de México,CDMX,13,Xochimilco,112,Paraje Texhuilo,R,19.266452,-99.089052,2232,E14A39,2,*,*,1
90130113,,9,Ciudad de México,CDMX,13,Xochimilco,113,Zacapa,R,19.258401,-99.056906,2235,E14A39,10,2,8,3
90130118,,9,Ciudad de México,CDMX,13,Xochimilco,118,Barrio San Antonio (Cruz Monte),R,19.245072,-99.034102,2399,E14A49,279,151,128,65
90130131,,9,Ciudad de México,CDMX,13,Xochimilco,131,Tepepan,R,19.224846,-99.134174,2554,E14A49,0,0,0,0
90130134,,9,Ciudad de México,CDMX,13,Xochimilco,134,Ampliación Chalmita,R,19.23409,-99.04954,2426,E14A49,613,293,320,159
90130135,,9,Ciudad de México,CDMX,13,Xochimilco,135,El Mirador (Tetexaloca),R,19.22021,-99.148673,2699,E14A49,6,*,*,2
90130136,,9,Ciudad de México,CDMX,13,Xochimilco,136,Tepexomulco,R,19.23141,-99.131317,2365,E14A49,555,273,282,129
90130137,,9,Ciudad de México,CDMX,13,Xochimilco,137,Tlachiultepec de Ahuayucan (Las Malvinas),R,19.204349,-99.102169,2590,E14A49,270,126,144,68
90130138,,9,Ciudad de México,CDMX,13,Xochimilco,138,Tepetitla (Tlacoxpan),R,19.235306,-99.142213,2422,E14A49,102,51,51,23
90130139,,9,Ciudad de México,CDMX,13,Xochimilco,139,Tlacualleli (El Calvario),R,19.24227,-99.077933,2311,E14A49,91,42,49,25
90130140,,9,Ciudad de México,CDMX,13,Xochimilco,140,Tlaltepetla (Tehuistitla),R,19.224515,-99.115342,2370,E14A49,148,69,79,39
90130143,,9,Ciudad de México,CDMX,13,Xochimilco,143,Tlalatlaco,R,19.22538,-99.143762,2419,E14A49,105,57,48,26
90130146,,9,Ciudad de México,CDMX,13,Xochimilco,146,Tlatzala (Cuayuca),R,19.23616,-99.077379,2421,E14A49,207,105,102,46
90130147,,9,Ciudad de México,CDMX,13,Xochimilco,147,Isla de las Muñecas,R,19.272876,-99.088092,2232,E14A39,1,*,*,1
90130151,,9,Ciudad de México,CDMX,13,Xochimilco,151,Tepuente,R,19.228372,-99.152124,2650,E14A49,48,25,23,15
90130157,,9,Ciudad de México,CDMX,13,Xochimilco,157,Tipipili,R,19.233863,-99.084526,2414,E14A49,709,355,354,195
90130160,,9,Ciudad de México,CDMX,13,Xochimilco,160,Tochuca (San Salvador),R,19.202343,-99.102567,2611,E14A49,370,201,169,100
90130162,,9,Ciudad de México,CDMX,13,Xochimilco,162,Pepelaxtla,R,19.217269,-99.112537,2411,E14A49,343,175,168,84
90130163,,9,Ciudad de México,CDMX,13,Xochimilco,163,Tecacalango,R,19.21787,-99.107097,2423,E14A49,207,101,106,50
90130164,,9,Ciudad de México,CDMX,13,Xochimilco,164,Tzompole,R,19.204051,-99.117708,2589,E14A49,39,20,19,10
90130165,,9,Ciudad de México,CDMX,13,Xochimilco,165,Cacalco (Tepextenco),R,19.19448,-99.124729,2639,E14A49,18,10,8,4
90130168,,9,Ciudad de México,CDMX,13,Xochimilco,168,Texalco (Joyas de Texalco),R,19.206694,-99.100363,2565,E14A49,3,*,*,1
90130169,,9,Ciudad de México,CDMX,13,Xochimilco,169,Apatlaco,R,19.264672,-99.086559,2233,E14A39,95,48,47,26
90130172,,9,Ciudad de México,CDMX,13,Xochimilco,172,Paraje de la Ciénega,R,19.279592,-99.081388,2234,E14A39,47,26,21,13
90130173,,9,Ciudad de México,CDMX,13,Xochimilco,173,Paraje los Escondidos,R,19.277561,-99.081842,2233,E14A39,0,0,0,0
90130177,,9,Ciudad de México,CDMX,13,Xochimilco,177,Kilómetro 26,R,19.223561,-99.14082,2471,E14A49,6,*,*,2
90130178,,9,Ciudad de México,CDMX,13,Xochimilco,178,Tlapizatil (Puente de Urrutia),R,19.261987,-99.072856,2230,E14A39,176,90,86,50
90130180,,9,Ciudad de México,CDMX,13,Xochimilco,180,Tepexomulco las Rocas,R,19.228535,-99.136066,2392,E14A49,53,28,25,15
90130181,,9,Ciudad de México,CDMX,13,Xochimilco,181,Ocotitla Tepachuxiac,R,19.228087,-99.141708,2408,E14A49,271,144,127,64
90130182,,9,Ciudad de México,CDMX,13,Xochimilco,182,Tecuyo,R,19.219349,-99.140579,2594,E14A49,4,*,*,2
90130183,,9,Ciudad de México,CDMX,13,Xochimilco,183,Hualpalcaltepec,R,19.216199,-99.139665,2692,E14A49,2,*,*,2
90130184,,9,Ciudad de México,CDMX,13,Xochimilco,184,Atotle,R,19.218483,-99.109494,2413,E14A49,330,158,172,88
90130185,,9,Ciudad de México,CDMX,13,Xochimilco,185,Los Tejocotes,R,19.202823,-99.118475,2564,E14A49,31,14,17,8
90130187,,9,Ciudad de México,CDMX,13,Xochimilco,187,Tepepatlaxtle,R,19.202372,-99.11119,2587,E14A49,162,76,86,41
90130190,,9,Ciudad de México,CDMX,13,Xochimilco,190,Tixculco,R,19.222514,-99.054556,2401,E14A49,42,23,19,17
90130191,,9,Ciudad de México,CDMX,13,Xochimilco,191,Tecoexcontitla,R,19.213889,-99.085124,2607,E14A49,263,123,140,76
90130192,,9,Ciudad de México,CDMX,13,Xochimilco,192,Quinta Patricia,R,19.212538,-99.087519,2602,E14A49,0,0,0,0
90130193,,9,Ciudad de México,CDMX,13,Xochimilco,193,El Potrero (Bosques de la Paz),R,19.212463,-99.0913,2554,E14A49,38,18,20,11
90130195,,9,Ciudad de México,CDMX,13,Xochimilco,195,Paraje Tepanyecac,R,19.222114,-99.051556,2441,E14A49,58,36,22,16
90130196,,9,Ciudad de México,CDMX,13,Xochimilco,196,Tepepula,R,19.228047,-99.125747,2380,E14A49,48,27,21,12
90130197,,9,Ciudad de México,CDMX,13,Xochimilco,197,La Angostura,R,19.262069,-99.075506,2232,E14A39,21,12,9,7
90130198,,9,Ciudad de México,CDMX,13,Xochimilco,198,Sihuatlixpa,R,19.198985,-99.111584,2660,E14A49,25,12,13,8
90130201,,9,Ciudad de México,CDMX,13,Xochimilco,201,Cuatixi,R,19.22686,-99.075681,2492,E14A49,53,29,24,17
90130202,,9,Ciudad de México,CDMX,13,Xochimilco,202,Paraje Zacapa,R,19.217471,-99.089419,2549,E14A49,865,426,439,236
90130203,,9,Ciudad de México,CDMX,13,Xochimilco,203,Santa Catarina (Piedra Blanca),R,19.214276,-99.079905,2612,E14A49,54,28,26,13
90130204,,9,Ciudad de México,CDMX,13,Xochimilco,204,Huepaltepec,R,19.215238,-99.074391,2570,E14A49,55,28,27,12
90130205,,9,Ciudad de México,CDMX,13,Xochimilco,205,Tecuanatla (Arenal Papanco),R,19.216993,-99.107882,2429,E14A49,137,74,63,37
90130206,,9,Ciudad de México,CDMX,13,Xochimilco,206,Tepepecalachico (Inopilco),R,19.211003,-99.107557,2509,E14A49,19,11,8,5
90130207,,9,Ciudad de México,CDMX,13,Xochimilco,207,Rancho la Flor,R,19.209792,-99.10139,2510,E14A49,2,*,*,2
90130208,,9,Ciudad de México,CDMX,13,Xochimilco,208,Los Cedros,R,19.208286,-99.104842,2547,E14A49,2,*,*,1
90130209,,9,Ciudad de México,CDMX,13,Xochimilco,209,Tepeclite,R,19.204684,-99.105993,2605,E14A49,40,23,17,12
90130210,,9,Ciudad de México,CDMX,13,Xochimilco,210,Acalipa,R,19.191775,-99.123234,2689,E14A49,29,16,13,7
90130213,,9,Ciudad de México,CDMX,13,Xochimilco,213,Ampliación Bugambilias (Nauhtecpan),R,19.232204,-99.137469,2388,E14A49,128,64,64,31
90130214,,9,Ciudad de México,CDMX,13,Xochimilco,214,Tepeyecac (El Arenal),R,19.230345,-99.125408,2362,E14A49,139,70,69,43
90130215,,9,Ciudad de México,CDMX,13,Xochimilco,215,Tepexomulco (Kilómetro 27.8),R,19.226744,-99.129825,2515,E14A49,12,6,6,4
90130218,,9,Ciudad de México,CDMX,13,Xochimilco,218,Ixcuicuilco,R,19.221023,-99.117343,2382,E14A49,43,21,22,12
90130224,,9,Ciudad de México,CDMX,13,Xochimilco,224,Corralón Policía Federal de Caminos,R,19.236863,-99.054542,2323,E14A49,14,9,5,3
90130226,,9,Ciudad de México,CDMX,13,Xochimilco,226,Cocopalcuautla,R,19.221225,-99.046207,2491,E14A49,71,37,34,20
90130231,,9,Ciudad de México,CDMX,13,Xochimilco,231,Tecanco,R,19.231818,-99.072194,2418,E14A49,355,167,188,90
90130232,,9,Ciudad de México,CDMX,13,Xochimilco,232,Atlaxco,R,19.233268,-99.068579,2359,E14A49,123,60,63,38
90130234,,9,Ciudad de México,CDMX,13,Xochimilco,234,Barrio Nochicala,R,19.244829,-99.039706,2379,E14A49,179,82,97,71
90130236,,9,Ciudad de México,CDMX,13,Xochimilco,236,Camino Real a San Pedro,R,19.233621,-99.055225,2349,E14A49,151,69,82,33
90130237,,9,Ciudad de México,CDMX,13,Xochimilco,237,El Cedral,R,19.21604,-99.117929,2400,E14A49,28,15,13,7
90130238,,9,Ciudad de México,CDMX,13,Xochimilco,238,La Espejera,R,19.262453,-99.056929,2228,E14A39,40,23,17,9
90130239,,9,Ciudad de México,CDMX,13,Xochimilco,239,Ahuatitla (Texcopaxuli),R,19.231381,-99.054249,2368,E14A49,232,124,108,57
90130242,,9,Ciudad de México,CDMX,13,Xochimilco,242,Atenco (Tlaquilpa),R,19.256444,-99.054895,2233,E14A39,47,26,21,15
90130243,,9,Ciudad de México,CDMX,13,Xochimilco,243,Naxayopa,R,19.258906,-99.059022,2235,E14A39,227,112,115,53
90130244,,9,Ciudad de México,CDMX,13,Xochimilco,244,Coapantitla,R,19.256874,-99.056676,2233,E14A39,62,33,29,12
90130245,,9,Ciudad de México,CDMX,13,Xochimilco,245,San Martín,R,19.232156,-99.077919,2432,E14A49,8,*,*,2
90130246,,9,Ciudad de México,CDMX,13,Xochimilco,246,Francisco Villa (Tepejoyuca),R,19.223556,-99.077352,2497,E14A49,27,19,8,6
90130247,,9,Ciudad de México,CDMX,13,Xochimilco,247,Tecaxi,R,19.22634,-99.138146,2400,E14A49,8,*,*,2
90130249,,9,Ciudad de México,CDMX,13,Xochimilco,249,Chililico,R,19.265316,-99.09173,2233,E14A39,113,56,57,29
90130251,,9,Ciudad de México,CDMX,13,Xochimilco,251,Camino al Panteón (Las Cruces),R,19.221617,-99.127383,2453,E14A49,54,29,25,12
90130252,,9,Ciudad de México,CDMX,13,Xochimilco,252,Texopantitla (Chocolines),R,19.243233,-99.135227,2358,E14A49,182,82,100,54
90130253,,9,Ciudad de México,CDMX,13,Xochimilco,253,Ilimunxutitla,R,19.192251,-99.108558,2763,E14A49,71,31,40,19
90130254,,9,Ciudad de México,CDMX,13,Xochimilco,254,Tlacomulco (Kilómetro 25.5),R,19.225067,-99.145878,2434,E14A49,0,0,0,0
90130256,,9,Ciudad de México,CDMX,13,Xochimilco,256,La Cienega,R,19.268597,-99.072141,2230,E14A39,4,*,*,1
90130257,,9,Ciudad de México,CDMX,13,Xochimilco,257,Los Pinos (Tecacahuaco),R,19.235311,-99.14009,2402,E14A49,341,181,160,88
90130258,,9,Ciudad de México,CDMX,13,Xochimilco,258,Temamatla,R,19.235927,-99.137768,2388,E14A49,168,88,80,38
90130261,,9,Ciudad de México,CDMX,13,Xochimilco,261,Milahuaytitla,R,19.240509,-99.049253,2379,E14A49,36,19,17,10
90130262,,9,Ciudad de México,CDMX,13,Xochimilco,262,Nochicala (Pajaritos),R,19.242021,-99.037634,2440,E14A49,44,22,22,18
90130263,,9,Ciudad de México,CDMX,13,Xochimilco,263,San Juan Diego (Matlacuaitla),R,19.243164,-99.044389,2372,E14A49,62,23,39,21
90130264,,9,Ciudad de México,CDMX,13,Xochimilco,264,Paraje Tlahuiteco,R,19.192061,-99.122251,2692,E14A49,25,13,12,7
90130265,,9,Ciudad de México,CDMX,13,Xochimilco,265,Moyocalco,R,19.24978,-99.135259,2300,E14A49,183,85,98,51
90130266,,9,Ciudad de México,CDMX,13,Xochimilco,266,Cuahuticultitla,R,19.229466,-99.141905,2410,E14A49,135,64,71,30
90130267,,9,Ciudad de México,CDMX,13,Xochimilco,267,Tizilingo,R,19.238055,-99.083421,2404,E14A49,225,119,106,66
90130269,,9,Ciudad de México,CDMX,13,Xochimilco,269,Bosques de la Paz,R,19.232049,-99.075232,2425,E14A49,201,98,103,49
90130270,,9,Ciudad de México,CDMX,13,Xochimilco,270,Contlalco,R,19.244597,-99.131992,2339,E14A49,78,32,46,17
90130271,,9,Ciudad de México,CDMX,13,Xochimilco,271,Tlalmelaca,R,19.263854,-99.037223,2233,E14A39,116,67,49,28
90130273,,9,Ciudad de México,CDMX,13,Xochimilco,273,Zacazontlipac,R,19.197014,-99.107576,2671,E14A49,575,283,292,134
90130274,,9,Ciudad de México,CDMX,13,Xochimilco,274,Tepetlatzinco,R,19.22612,-99.057979,2391,E14A49,12,8,4,5
90130275,,9,Ciudad de México,CDMX,13,Xochimilco,275,El Corazón,R,19.198672,-99.109686,2660,E14A49,42,24,18,11
90130276,,9,Ciudad de México,CDMX,13,Xochimilco,276,Ocoxochoca,R,19.225532,-99.140528,2409,E14A49,37,19,18,11
90130277,,9,Ciudad de México,CDMX,13,Xochimilco,277,Texcalatlaco,R,19.234476,-99.052193,2377,E14A49,32,21,11,12
90130278,,9,Ciudad de México,CDMX,13,Xochimilco,278,Azizicantitla,R,19.22417,-99.142731,2435,E14A49,95,46,49,25
90130279,,9,Ciudad de México,CDMX,13,Xochimilco,279,Tehuehueyacan,R,19.2176,-99.066621,2539,E14A49,0,0,0,0
90130280,,9,Ciudad de México,CDMX,13,Xochimilco,280,Duraznotitla (Tlaquilpa),R,19.25902,-99.053061,2234,E14A39,10,*,*,2
90130281,,9,Ciudad de México,CDMX,13,Xochimilco,281,Ahuapixititla,R,19.208679,-99.106927,2540,E14A49,25,16,9,7
90130282,,9,Ciudad de México,CDMX,13,Xochimilco,282,El Corral,R,19.208038,-99.108228,2545,E14A49,6,4,2,4
90130283,,9,Ciudad de México,CDMX,13,Xochimilco,283,Axomulco,R,19.22007,-99.066526,2520,E14A49,47,27,20,14
90130284,,9,Ciudad de México,CDMX,13,Xochimilco,284,Oquetzalpa,R,19.222436,-99.11693,2373,E14A49,75,31,44,19
90130285,,9,Ciudad de México,CDMX,13,Xochimilco,285,Texcalpa,R,19.225067,-99.142238,2421,E14A49,46,23,23,14
90130286,,9,Ciudad de México,CDMX,13,Xochimilco,286,Acapa,R,19.222502,-99.044606,2516,E14A49,9,4,5,4
90130287,,9,Ciudad de México,CDMX,13,Xochimilco,287,Ototzingo (Acuario),R,19.256157,-99.052046,2233,E14A39,33,17,16,9
90130288,,9,Ciudad de México,CDMX,13,Xochimilco,288,Tlalmenalqui,R,19.26038,-99.056623,2232,E14A39,7,*,*,2
90130289,,9,Ciudad de México,CDMX,13,Xochimilco,289,Zacatongo,R,19.194653,-99.129566,2630,E14A49,45,25,20,12
90130290,,9,Ciudad de México,CDMX,13,Xochimilco,290,Ampliacion Tlapanoya Baja,R,19.241116,-99.134376,2370,E14A49,60,31,29,20
90130291,,9,Ciudad de México,CDMX,13,Xochimilco,291,Ampliación San Bartolo,R,19.2352,-99.065373,2393,E14A49,74,40,34,20
90130292,,9,Ciudad de México,CDMX,13,Xochimilco,292,Ampliación San Martín Caballero,R,19.242698,-99.060343,2379,E14A49,21,10,11,9
90130293,,9,Ciudad de México,CDMX,13,Xochimilco,293,Techachalictic,R,19.216939,-99.065398,2557,E14A49,16,9,7,5
90130294,,9,Ciudad de México,CDMX,13,Xochimilco,294,Las Cubetas,R,19.224496,-99.080992,2491,E14A49,27,15,12,6
90130295,,9,Ciudad de México,CDMX,13,Xochimilco,295,San Sebastián,R,19.266088,-99.039528,2231,E14A39,27,13,14,8
90130296,,9,Ciudad de México,CDMX,13,Xochimilco,296,Yaxahuilizcantitla,R,19.191786,-99.114352,2739,E14A49,-,-,-,-
90140001,,9,Ciudad de México,CDMX,14,Benito Juárez,1,Benito Juárez,U,19.371992,-99.157853,2238,E14A39,434153,202121,232032,176175
90150001,,9,Ciudad de México,CDMX,15,Cuauhtémoc,1,Cuauhtémoc,U,19.441646,-99.151884,2230,E14A39,545884,260951,284933,196593
90160001,,9,Ciudad de México,CDMX,16,Miguel Hidalgo,1,Miguel Hidalgo,U,19.407269,-99.190754,2264,E14A39,414470,195467,219003,146828
90170001,,9,Ciudad de México,CDMX,17,Venustiano Carranza,1,Venustiano Carranza,U,19.419261,-99.113701,2229,E14A39,443704,210118,233586,135789